isqno,war,name,locn,campgn,postype,post1,post2,front,depth,time,aeroa,surpa,cea,leada,trnga,morala,logsa,momnta,intela,techa,inita,wina,kmda,crit,quala,resa,mobila,aira,fprepa,wxa,terra,leadaa,plana,surpaa,mana,logsaa,fortsa,deepa,is_hero,war2,war3,war4,war4_theater,dbpedia,cow_warno,cow_warname,war_initiator,parent
513,WORLD WAR II (OKINAWA),CIECHANOW (PHASE I),POLAND,RUSSIAN WINTER OFFENSIVE 1945,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,draw,4.0,not clear cut,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,WORLD WAR II (EASTERN FRONT),WORLD WAR II,World War II of 1939-1945,Eastern Front,,139.0,World War II of 1939-1945,0,
514,WORLD WAR II (OKINAWA),CIECHANOW (PHASE II),POLAND,RUSSIAN WINTER OFFENSIVE 1945,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,attacker win,4.0,not clear cut,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1,WORLD WAR II (EASTERN FRONT),WORLD WAR II,World War II of 1939-1945,Eastern Front,,139.0,World War II of 1939-1945,0,
515,WORLD WAR II (OKINAWA),SEELOW HEIGHTS,GERMANY,BERLIN 1945,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors the attacker,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,attacker win,3.0,clear cut,1.0,2.0,1.0,1.0,1.0,,,0.0,1.0,0.0,1.0,0.0,,0.0,1,WORLD WAR II (EASTERN FRONT),WORLD WAR II,World War II of 1939-1945,Eastern Front,,139.0,World War II of 1939-1945,0,
516,WORLD WAR II (OKINAWA),MUTANKIANG,MANCHURIA,MANCHURIA 1945,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,Minor surprise achieved by attacker,Somwhat favors the attacker,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,attacker win,160.0,clear cut,1.0,2.0,1.0,1.0,0.0,,,0.0,1.0,1.0,1.0,0.0,,0.0,1,WORLD WAR II (MANCHURIA 1945),WORLD WAR II,World War II of 1939-1945,Eastern Front,,139.0,World War II of 1939-1945,0,
517,WORLD WAR II (OKINAWA),TARAWA-BETIO,JAPAN,CENTRAL PACIFIC,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,attacker win,1.0,clear cut,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,1,WORLD WAR II (WAR AGAINST JAPAN 1943-1945),WORLD WAR II,World War II of 1939-1945,Pacific,http://dbpedia.org/resource/Battle_of_Tarawa,139.0,World War II of 1939-1945,0,
518,WORLD WAR II (OKINAWA),IWO JIMA - INTO THE MAIN DEFENSES,JAPAN,BONIN ISLANDS,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,attacker win,6.0,clear cut,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1,WORLD WAR II (WAR AGAINST JAPAN 1943-1945),WORLD WAR II,World War II of 1939-1945,Pacific,http://dbpedia.org/resource/Battle_of_Iwo_Jima,139.0,World War II of 1939-1945,0,
519,WORLD WAR II (OKINAWA),IWO JIMA - SURIBACHI,JAPAN,BONIN ISLANDS,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,attacker win,1.0,clear cut,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,1,WORLD WAR II (WAR AGAINST JAPAN 1943-1945),WORLD WAR II,World War II of 1939-1945,Pacific,http://dbpedia.org/resource/Battle_of_Iwo_Jima,139.0,World War II of 1939-1945,0,
520,WORLD WAR II (OKINAWA),IWO JIMA - FINAL PHASE,JAPAN,BONIN ISLANDS,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,attacker win,1.2,clear cut,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1,WORLD WAR II (WAR AGAINST JAPAN 1943-1945),WORLD WAR II,World War II of 1939-1945,Pacific,http://dbpedia.org/resource/Battle_of_Iwo_Jima,139.0,World War II of 1939-1945,0,
521,WORLD WAR II (OKINAWA),ADVANCE FROM THE BEACHHEAD,OKINAWA,OKINAWA (US 7TH INF DIV SECTOR),"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",DL,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,10.2,clear cut,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,Pacific,http://dbpedia.org/resource/Battle_of_Okinawa,139.0,World War II of 1939-1945,0,
522,WORLD WAR II (OKINAWA),ADVANCE THROUGH THE OUTPOSTS,OKINAWA,OKINAWA (US 7TH INF DIV SECTOR),"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attacker win,3.2,clear cut,1.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1,WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,Pacific,http://dbpedia.org/resource/Battle_of_Okinawa,139.0,World War II of 1939-1945,0,
523,WORLD WAR II (OKINAWA),TOMB HILL-OUKI,OKINAWA,OKINAWA (US 7TH INF DIV SECTOR),"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attacker win,0.3,not clear cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,Pacific,http://dbpedia.org/resource/Battle_of_Okinawa,139.0,World War II of 1939-1945,0,
524,WORLD WAR II (OKINAWA),SKYLINE RIDGE-ROCKY CRAGS,OKINAWA,OKINAWA (US 7TH INF DIV SECTOR),"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,attacker win,1.5,clear cut,1.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,1,WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,Pacific,http://dbpedia.org/resource/Battle_of_Okinawa,139.0,World War II of 1939-1945,0,
525,WORLD WAR II (OKINAWA),KOCHI RIDGE-ONAGA I,OKINAWA,OKINAWA (US 7TH INF DIV SECTOR),"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,clear cut,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,1,WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,Pacific,http://dbpedia.org/resource/Battle_of_Okinawa,139.0,World War II of 1939-1945,0,
526,WORLD WAR II (OKINAWA),KOCHI RIDGE-ONAGA II,OKINAWA,OKINAWA (US 7TH INF DIV SECTOR),"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,clear cut,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,1,WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,Pacific,http://dbpedia.org/resource/Battle_of_Okinawa,139.0,World War II of 1939-1945,0,
527,WORLD WAR II (OKINAWA),KOCHI RIDGE-ONAGA III,OKINAWA,OKINAWA (US 7TH INF DIV SECTOR),"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.4,clear cut,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,1,WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,Pacific,http://dbpedia.org/resource/Battle_of_Okinawa,139.0,World War II of 1939-1945,0,
528,WORLD WAR II (OKINAWA),JAPANESE COUNTERATTACK,OKINAWA,OKINAWA (US 7TH INF DIV SECTOR),"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,clear cut,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,Pacific,http://dbpedia.org/resource/Battle_of_Okinawa,139.0,World War II of 1939-1945,1,
529,WORLD WAR II (OKINAWA),KOCHI RIDGE IV,OKINAWA,OKINAWA (US 7TH INF DIV SECTOR),"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attacker win,1.4,clear cut,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,1,WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,Pacific,http://dbpedia.org/resource/Battle_of_Okinawa,139.0,World War II of 1939-1945,0,
530,WORLD WAR II (OKINAWA),SHURI ENVELOPMENT (PHASE I),OKINAWA,OKINAWA (US 7TH INF DIV SECTOR),"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Attacker had air superiority in the theater,Complete surprise achieved by attacker,Favors neither side,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,attacker win,1.0,clear cut,0.0,0.0,0.0,1.0,1.0,,,0.0,0.0,1.0,0.0,0.0,,,1,WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,Pacific,http://dbpedia.org/resource/Battle_of_Okinawa,139.0,World War II of 1939-1945,0,
531,WORLD WAR II (OKINAWA),JAPANESE COUNTERATTACKS,OKINAWA,OKINAWA (US 7TH INF DIV SECTOR),"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,,Substantial surprise achieved by attacker,Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,not clear cut,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,Pacific,http://dbpedia.org/resource/Battle_of_Okinawa,139.0,World War II of 1939-1945,1,
532,WORLD WAR II (OKINAWA),SHURI ENVELOPMENT (PHASE II),OKINAWA,OKINAWA (US 7TH INF DIV SECTOR),A combination posture involving two distinct/separate postures,FD,DL,1.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,not clear cut,0.0,0.0,0.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,1,WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,Pacific,http://dbpedia.org/resource/Battle_of_Okinawa,139.0,World War II of 1939-1945,0,
533,WORLD WAR II (OKINAWA),SHURI ENVELOPMENT (PHASE III),OKINAWA,OKINAWA (US 7TH INF DIV SECTOR),A combination posture involving two distinct/separate postures,FD,DL,1.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,attacker win,0.9,not clear cut,1.0,0.0,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,1,WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,Pacific,http://dbpedia.org/resource/Battle_of_Okinawa,139.0,World War II of 1939-1945,0,
534,WORLD WAR II (OKINAWA),HILL 95-I,OKINAWA,OKINAWA (US 7TH INF DIV SECTOR),"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,draw,1.5,not clear cut,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,1,WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,Pacific,http://dbpedia.org/resource/Battle_of_Okinawa,139.0,World War II of 1939-1945,0,
535,WORLD WAR II (OKINAWA),HILL 95-II,OKINAWA,OKINAWA (US 7TH INF DIV SECTOR),"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,0.9,clear cut,1.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,1,WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,Pacific,http://dbpedia.org/resource/Battle_of_Okinawa,139.0,World War II of 1939-1945,0,
536,WORLD WAR II (OKINAWA),YAEJU-DAKE,OKINAWA,OKINAWA (US 7TH INF DIV SECTOR),"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,0.3,clear cut,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,1,WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,Pacific,http://dbpedia.org/resource/Battle_of_Okinawa,139.0,World War II of 1939-1945,0,
537,WORLD WAR II (OKINAWA),HILLS 153 AND 115,OKINAWA,OKINAWA (US 7TH INF DIV SECTOR),"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,0.9,clear cut,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1,WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,Pacific,http://dbpedia.org/resource/Battle_of_Okinawa,139.0,World War II of 1939-1945,0,
538,WORLD WAR II (OKINAWA),ADVANCE FROM THE BEACH,OKINAWA,OKINAWA (US 96TH INF DIV SECTOR),"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",DL,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,attacker win,6.6,clear cut,1.0,0.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,Pacific,http://dbpedia.org/resource/Battle_of_Okinawa,139.0,World War II of 1939-1945,0,
539,WORLD WAR II (OKINAWA),ADVANCE TO SHURI LINE OUTPOSTS,OKINAWA,OKINAWA (US 96TH INF DIV SECTOR),"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attacker win,1.6,not clear cut,1.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,1,WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,Pacific,http://dbpedia.org/resource/Battle_of_Okinawa,139.0,World War II of 1939-1945,0,
540,WORLD WAR II (OKINAWA),KAKAZU AND TOMBSTONE RIDGES,OKINAWA,OKINAWA (US 96TH INF DIV SECTOR),"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4,clear cut,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,1,WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,Pacific,http://dbpedia.org/resource/Battle_of_Okinawa,139.0,World War II of 1939-1945,0,
541,WORLD WAR II (OKINAWA),NISHIBARU RIDGE-TANABARU ESCARPMENT,OKINAWA,OKINAWA (US 96TH INF DIV SECTOR),"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,attacker win,1.5,clear cut,1.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,1,WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,Pacific,http://dbpedia.org/resource/Battle_of_Okinawa,139.0,World War II of 1939-1945,0,
542,WORLD WAR II (OKINAWA),MAEDA ESCARPMENT,OKINAWA,OKINAWA (US 96TH INF DIV SECTOR),"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,attacker win,1.6,not clear cut,1.0,,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,,,,1,WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,,http://dbpedia.org/resource/Battle_of_Okinawa,139.0,World War II of 1939-1945,0,
543,WORLD WAR II (OKINAWA),ATTACK ON SHURI LINE'S EASTERN FLANK I,OKINAWA,OKINAWA (US 96TH INF DIV SECTOR),"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,draw,0.9,not clear cut,0.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,1,WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,,http://dbpedia.org/resource/Battle_of_Okinawa,139.0,World War II of 1939-1945,0,
544,WORLD WAR II (OKINAWA),ATTACK ON SHURI LINE'S EASTERN FLANK II,OKINAWA,OKINAWA (US 96TH INF DIV SECTOR),"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,draw,0.5,not clear cut,0.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,1,WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,,http://dbpedia.org/resource/Battle_of_Okinawa,139.0,World War II of 1939-1945,0,
545,WORLD WAR II (OKINAWA),ATTACK ON SHURI LINE'S EASTERN FLANK III,OKINAWA,OKINAWA (US 96TH INF DIV SECTOR),"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,attacker win,1.0,clear cut,1.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1,WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,,http://dbpedia.org/resource/Battle_of_Okinawa,139.0,World War II of 1939-1945,0,
546,WORLD WAR II (OKINAWA),ADVANCE TO YUZA-DAKE/YAEJU-DAKE ESCARPMENT,OKINAWA,OKINAWA (US 96TH INF DIV SECTOR),An average or intermixture of two or more postures,PD,FD,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,0.0,1.0,1.0,,0.0,0.0,1.0,1.0,attacker win,2.0,clear cut,1.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,1,WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,,http://dbpedia.org/resource/Battle_of_Okinawa,139.0,World War II of 1939-1945,0,
547,WORLD WAR II (OKINAWA),ATTACK ON YUZA-DAKE/YAEJU-DAKE ESCARPMENT,OKINAWA,OKINAWA (US 96TH INF DIV SECTOR),An average or intermixture of two or more postures,PD,FD,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,draw,0.6,not clear cut,1.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1,WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,,http://dbpedia.org/resource/Battle_of_Okinawa,139.0,World War II of 1939-1945,0,
548,WORLD WAR II (OKINAWA),CAPTURE OF YUZA-DAKE/YAEJU-DAKE ESCARPMENT,OKINAWA,OKINAWA (US 96TH INF DIV SECTOR),An average or intermixture of two or more postures,PD,FD,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,attacker win,1.8,clear cut,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1,WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,,http://dbpedia.org/resource/Battle_of_Okinawa,139.0,World War II of 1939-1945,0,
549,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",JENIN,JORDAN,WEST BANK,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Attacker had air superiority in the theater,Substantial surprise achieved by attacker,Somwhat favors the attacker,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,attacker win,5.0,clear cut,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1,"ARAB-ISRAELI WAR, 1967 (WEST BANK FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169.0,Six Day War of 1967,1,
550,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",JERUSALEM,JORDAN,WEST BANK,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,Substantial surprise achieved by attacker,Somwhat favors the attacker,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,attacker win,21.0,clear cut,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1,"ARAB-ISRAELI WAR, 1967 (WEST BANK FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169.0,Six Day War of 1967,1,
551,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",KABATIYA,JORDAN,WEST BANK,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Attacker had air superiority in the theater,Minor surprise achieved by attacker,Somwhat favors the attacker,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,attacker win,16.0,clear cut,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,"ARAB-ISRAELI WAR, 1967 (WEST BANK FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169.0,Six Day War of 1967,1,
552,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",TILFIT-ZABABIDA,JORDAN,WEST BANK,An average or intermixture of two or more postures,HD,PD,0.0,0.0,0.0,Attacker had air superiority in the theater,Minor surprise achieved by attacker,Somwhat favors the attacker,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,attacker win,8.0,clear cut,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,"ARAB-ISRAELI WAR, 1967 (WEST BANK FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169.0,Six Day War of 1967,1,
